Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Harbour Grace,1946,,MDL B2,,BW,paper,plans (large),2,incomplete set. Printed on back of sh. 21 Owen Sound plan (large)
Harbour Grace,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Harbour Grace,1963,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Harriston,1894,1920,MDL G 3401 G475 1878-,9467,BW,microfiche,,,
Harrow,1896,,MDL G 3401 G475 1878-,9468,BW,microfiche,,,
Harrow,1896,1906,MDL G 3401 G475 1878-,9469,BW,microfiche,,,
Harrowsmith,1898,,MDL G 3401 G475 1878-,9470,BW,microfiche,,,
Hartland,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Hartland,1939,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Hastings,1882,,MDL G 3401 G475 1878-,3299,BW,microfiche,,,
Hastings,1911,,MDL G 3401 G475 1878-,9471,BW,microfiche,,,
Havelock,1896,,MDL G 3401 G475 1878-,9472,BW,microfiche,,,
Havelock,1896,1911,MDL G 3401 G475 1878-,9473,BW,microfiche,,,
Hawkesbury,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Hawkesbury,1962,,MDL B2,,BW,paper,index,,renumbering
Hawkesbury Mills,1895,,MDL G 3401 G475 1878-,10558,BW,microfiche,,,
Hearst,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Hearst,1957,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Hemmingford,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Hensall,1896,,MDL G 3401 G475 1878-,9474,BW,microfiche,,,
Hensall,1896,1902,MDL G 3401 G475 1878-,13957,BW,microfiche,,,
Hepworth,1899,,MDL G 3401 G475 1878-,9475,BW,microfiche,,,
Hepworth,1899,1904,MDL G 3401 G475 1878-,9476,BW,microfiche,,,
Hespeler,1910,1917,MDL G 3401 G475 1878-,11916,BW,microfiche,,,
Hespeler,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Hespeler,1947,,MDL B2,,COLOUR,paper,plans (large),1-10,complete set. Toronto slips + plans printed on backs.
Hespeler,1956,,MDL B2,,BW,paper,index,,streets
Hespeler,N.D.,,MDL G 3401 G475 1878-,10318,BW,microfiche,,,
Highgate,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
High River,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
High River,1960,,MDL B2,,COLOUR,paper,plans,1-10,
Hillsboro,1906,1930,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Hillsboro,1906,1930,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Hillsburg,1907,,MDL G 3401 G475 1878-,9480,BW,microfiche,,,
Holstein,1899,,MDL G 3401 G475 1878-,9481,BW,microfiche,,,
Holstein,1899,1904,MDL G 3401 G475 1878-,9482,BW,microfiche,,,
Hope,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Hope,1959,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Howick,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Hull,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,74,
Hull,[1908]1903,,MDL G 3401 G475 1878-,16352,BW,microfiche,,,
Humber Bay,1933,,MDL B2,,BW,paper,plans (large),5,
Humboldt,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Hunter River,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Huntingdon,1903,1926,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Huntsville,1885,,MDL G 3401 G475 1878-,9483,BW,microfiche,,,
Huntsville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Huntsville,1954,,MDL B2,,COLOUR,paper,plans,1-12,complete set
Iberville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Ile Verte,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Indian Head,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Ingersoll,1913,1928,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Ingersoll,1913,1928,MDL G 3401 G475 1878-,9484,BW,microfiche,,,
Ingersoll,1913,1928,MDL B2,,COLOUR,paper,plans (large),"1, 6, 7, 18, 21",incomplete set
Ingersoll,1913,1932,MDL G 3401 G475 1878-,9485,BW,microfiche,,,
Ingersoll,1924,,MDL G 3401 G475 1878-,10678,BW,microfiche,,,
Ingersoll,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1-8,
Ingersoll,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-9,
Inverness,1924,1940,MDL B2,,COLOUR,paper,slips,,
Inverness,1959,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Inverness C.B.,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Iroquois,1917,1928,MDL G 3401 G475 1878-,9495,BW,microfiche,,,
Iroquois Falls,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Iroquois Falls,1952,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Jarvis,1909,,MDL G 3401 G475 1878-,9498,BW,microfiche,,,
Jasper,1897,,MDL G 3401 G475 1878-,9499,BW,microfiche,,,
Jasper,1897,1905,MDL G 3401 G475 1878-,9500,BW,microfiche,,,
John Island,1905,,MDL G 3401 G475 1878-,9501,BW,microfiche,,,
Joliette,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,49,
Jonquiere-kenogmi,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,38,
Kamloops,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,29,
Kamsack,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Kapuskasing,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Kapuskasing,1953,,MDL B2,,COLOUR,paper,plans,1-10,complete set
Kearney,1905,,MDL G 3401 G475 1878-,9502,BW,microfiche,,,
Keewatin,1909,,MDL G 3401 G475 1878-,10579,BW,microfiche,,,
Keewatin,1931,1949,Fisher Rare Book Library,,COLOUR,paper,plans,5,2
Keewatin,1931,1949,MDL B2,,COLOUR,paper,plans (large),"5, 7",
Keewatin,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Keewatin,1931-49,,MDL G 3401 G475 1878-,9503,BW,microfiche,,,
Kelowna,1952,1970,Fisher Rare Book Library,,COLOUR,paper,plans,35,
Kelowna,1952,1970,MDL B2,,COLOUR,paper,plans,"1-5, 15-17, 20-24",incomplete set
Kemptville,1917,,MDL G 3401 G475 1878-,9504,BW,microfiche,,,
Kemptville,1917,1928,MDL G 3401 G475 1878-,9505,BW,microfiche,,,
Kemptville,1928,,MDL G 3401 G475 1878-,98373,BW,microfiche,,,
Kemptville,1928,,MDL B2,,COLOUR,paper,plans (large),8,
Kemptville,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
Kenora,1924,,MDL G 3401 G475 1878-,10734,BW,microfiche,,,
Kenora,1949,,MDL G 3401 G475 1878-,9486,BW,microfiche,,,
Kenora,1961,,MDL B2,,COLOUR,paper,plans,1-19 plus index,complete set
Kensington,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Kentville & New Minas,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Kerwood,1898,,MDL G 3401 G475 1878-,9487,BW,microfiche,,,
Killaloe Station,1908,,MDL G 3401 G475 1878-,9488,BW,microfiche,,,
Killarney,1905,,MDL G 3401 G475 1878-,9489,BW,microfiche,,,
Kimberley,1953,,MDL B2,,COLOUR,paper,plans,1-12,complete set
Kimberly,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Kincardine,1914,,MDL G 3401 G475 1878-,9490,BW,microfiche,,,
Kincardine,1939,,MDL G 3401 G475 1878-,9491,BW,microfiche,,,
Kincardine,1939,,MDL B2,,COLOUR,paper,index (large),1,
King,1884,1894,MDL G 3401 G475 1878-,13958,BW,microfiche,,,
King City,1910,,MDL G 3401 G475 1878-,9492,BW,microfiche,,,
Kingston,1900,,MDL G 3401 G475 1878-,10568,BW,microfiche,,,
Kingston,1900,,MDL G 3401 G475 1878-,10569,BW,microfiche,,,
Kingston,1908,1911,MDL G 3401 G475 1878-,10707,BW,microfiche,,,
Kingston,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Kingston,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,101,2 of 5 sh.
"Kingston, Ns",1951,,MDL B2,,COLOUR,paper,plans,1-3,
"Kingston, On",1963,,MDL B2,,COLOUR,paper,plans,"1-38, 40-47, 50-53",incomplete set
Kingsville,1890,1898,MDL G 3401 G475 1878-,13959,BW,microfiche,,,
Kingsville,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),"1, 4, 7",incomplete set. Printed on backs of (large) Ottawa plans.
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),"1-3, 6, 8",incomplete set. (large) Pembroke plans printed on back.
Kingsville,1950,,MDL B2,,COLOUR,paper,plans (large),9,printed on back of (large) Drummondville plans.
Kirkfield,1898,1910,MDL G 3401 G475 1878-,9494,BW,microfiche,,,
Kirkland Lake,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,28,
Kirkland Lake,1952,,MDL B2,,COLOUR,paper,plans,1-27,
Kitchener,1908,1947,Fisher Rare Book Library,,COLOUR,paper,plans,55,
Kitchener,1908,1947,MDL B2,,COLOUR,paper,plans (large),36,
Kitchener,1951,,MDL B2,,BW,paper,index,,streets
Knowlton,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
L,1954,,MDL G 3401 G475 1878-,14593,BW,microfiche,,,
L'ange Gardien,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
L'annonciation,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
L'assomption,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
L'orignal,1908,,MDL G 3401 G475 1878-,9526,BW,microfiche,,,
Lachine,1959,1972,Fisher Rare Book Library,,COLOUR,paper,plans,87,
Lachute,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,28,
Lacombe,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Lacombe,1960,,MDL B2,,COLOUR,paper,plans,1-15,
Ladysmith,1954,1957,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Lake Edward,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Lakefield,1911,,MDL G 3401 G475 1878-,9507,BW,microfiche,,,
Lakeport,1904,,MDL G 3401 G475 1878-,9508,BW,microfiche,,,
Lambton Mills,1898,,Map and Data Library,,BW,Digital; DVD-[238],plans,1,
Lanark,1885,1896,MDL G 3401 G475 1878-,9511,BW,microfiche,,,
Lanark,1900,,MDL G 3401 G475 1878-,9509,BW,microfiche,,,
Lanark,1900,1908,MDL G 3401 G475 1878-,9510,BW,microfiche,,,
Lancaster,1889,,MDL G 3401 G475 1878-,9512,BW,microfiche,,,
Lansdowne,1897,,MDL G 3401 G475 1878-,9514,BW,microfiche,,,
Lansdowne,1897,1908,MDL G 3401 G475 1878-,9515,BW,microfiche,,,
La Prairie,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Larder Lake,1945,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Latchford,1908,,MDL G 3401 G475 1878-,9517,BW,microfiche,,,
Latchford,1908,1909,MDL G 3401 G475 1878-,9518,BW,microfiche,,,
La Tuque,1955,1960,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Laurentides,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Lauzon,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Laval,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,101,Vol.1
Lawrencetown,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Lawrencetown,1951,,MDL B2,,COLOUR,paper,plans,1-3,complete set
Leamington,1924,1935,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Leamington,1924,1935,MDL B2,,COLOUR,paper,plans (large),"1, 2, 5, 10, 12, 13",incomplete set
Leamington,1924,1935,MDL B2,,COLOUR,paper,plans (large),1-13,complete set
Leamington,1924,,MDL B2,,COLOUR,paper,plans (large),1-11,incomplete set
Leamington,1935,,MDL B2,,COLOUR,paper,slips,Trans. 2-4,
Lennoxville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Les Eboulements,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Les Ecureuils,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Lethbridge,1910,,MDL G 3401 G475 1878-,10203,BW,microfiche,,,
Lethbridge,1910,1913,MDL G 3401 G475 1878-,10204,BW,microfiche,,,
Lethbridge,1955,1966,Fisher Rare Book Library,,COLOUR,paper,plans,48,
Lethbridge,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,48,
Lethbridge,1966,,MDL B2,,COLOUR,paper,plans,2,Incomplete set (odds)
Levis,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,51,
Lewisporte,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Lewisporte,1962,,MDL B2,,COLOUR,paper,plans,1-11,complete set
Lindsay,1898,1911,MDL G 3401 G475 1878-,9521,BW,microfiche,,,
Lindsay,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Lindsay,1949,,MDL B2,,COLOUR,paper,plans (large),25,
Listowel,1894,1913,MDL G 3401 G475 1878-,9523,BW,microfiche,,,
Little Britain,1910,,MDL G 3401 G475 1878-,9524,BW,microfiche,,,
Little Current,1922,1940,MDL G 3401 G475 1878-,9525,BW,microfiche,,,
Liverpool,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Liverpool,1955,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Lloydminster,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,25,
Lockeport,1906,1940,Fisher Rare Book Library,,COLOUR,paper,plans,3,
London,1842,,MDL G 3401 G475 1878-,3040,BW,microfiche,,,
London,1912,1940,MDL G 3401 G475 1878-,10743,BW,microfiche,,,
London,1958,1970,Fisher Rare Book Library,,COLOUR,paper,plans,132,Vol.1
London,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,100,Vol.2
London,1958,,MDL B2,,BW,paper,index,,streets and blocks
London (uk),1886,,Map and Data Library,14976-14977,BW,microfiche,,,Vol. 1-2
London (uk),1887,,Map and Data Library,14962; 14975; 14978,BW,microfiche,,,Vol. 4-5; 7
London (uk),1888,,Map and Data Library,30086,BW,microfiche,,,Vol. 8
London (uk),1889,,Map and Data Library,14980; 15150-15151,BW,microfiche,,,Vol. C; 9-10
London (uk),1890,,Map and Data Library,14979,BW,microfiche,,,Vol. 4
London (uk),1891,,Map and Data Library,14981; 14984,BW,microfiche,,,Vol. A; 12
London (uk),1892,,Map and Data Library,14991,BW,microfiche,,,Vol. D
London (uk),1893,,Map and Data Library,14992,BW,microfiche,,,Vol. F
London (uk),1894,,Map and Data Library,30027,BW,microfiche,,,Vol. G
London (uk),1897,,Map and Data Library,14993-14994; 15152,BW,microfiche,,,Vol. H; J; K
London (uk),1899,,Map and Data Library,14995-14996,BW,microfiche,,,Vol. E; 11
London (uk),1900,,Map and Data Library,30031; 30085; 65076,BW,microfiche,,,Vol. A; C; 7
London (uk),1901,,Map and Data Library,30087; 44819,BW,microfiche,,,Vol. A
London (uk),1902,,Map and Data Library,30032,BW,microfiche,,,Vol. B
London (uk),1904,,Map and Data Library,30001,BW,microfiche,,,Vol. 1
Londonderry,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Londonderry,1914,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Longueil,1953,1971,Fisher Rare Book Library,,COLOUR,paper,plans,97,
Loretteville,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Lotbiniere,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,2 cops.
Louisburg,1952,,MDL B2,,COLOUR,paper,plans,1-7,complete set
Louisburg C.B.,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Lucknow,1890,,MDL G 3401 G475 1878-,9527,BW,microfiche,,,
Lunenburg,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Lunenburg,1959,,MDL B2,,COLOUR,paper,plans,1-11,complete set
Lyn,1900,,MDL G 3401 G475 1878-,9528,BW,microfiche,,,
Lyn,1900,1908,MDL G 3401 G475 1878-,9529,BW,microfiche,,,
Mabou,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Mabou,1926,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Mabou,1931,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Madoc,1900,1911,MDL G 3401 G475 1878-,9531,BW,microfiche,,,
Madoc,1900,,MDL G 3401 G475 1878-,9530,BW,microfiche,,,
Magog,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Mahone Bay,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Mahone Bay,1962,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Mallorytown,1897,,MDL G 3401 G475 1878-,9532,BW,microfiche,,,
Manilla,1885,,MDL G 3401 G475 1878-,9533,BW,microfiche,,,
Manilla,1885,1910,MDL G 3401 G475 1878-,9534,BW,microfiche,,,
Manitowaning,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Manitowaning,1925,,MDL B2,,COLOUR,paper,index (large),1,
Maniwaki,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Manotick,1897,,MDL G 3401 G475 1878-,9536,BW,microfiche,,,
Marieville,1955-56,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Markdale,1885,1904,MDL G 3401 G475 1878-,9537,BW,microfiche,,,
Markham,1910,,MDL G 3401 G475 1878-,9538,BW,microfiche,,,
Markham,1910,1927,MDL G 3401 G475 1878-,9539,BW,microfiche,,,
Markham,1910,1927,MDL B2,,COLOUR,paper,plans (large),"1, 2, 6",incomplete set
Markham,1927,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
Marlbank,1904,,MDL G 3401 C5 1878-,9540,BW,microfiche,,,
Marmora,1893,1904,MDL G 3401 C5 1878-,9541,BW,microfiche,,,
Martintown,1885,,MDL G 3401 G475 1878-,9542,BW,microfiche,,,
Martintown,1885,1908,MDL G 3401 G475 1878-,9543,BW,microfiche,,,
Marysville,1943,,Fisher Rare Book Library,,COLOUR,paper,plans,8,7 sh.
Marysville,1948,,MDL B2,,COLOUR,paper,plans (large),"1-2, 4-8",incomplete set
Marysville,1949,,MDL B2,,COLOUR,paper,slips,,
Maskinonge,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Massey,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Massey,1922,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Matachewan,1945,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Matachewan,1945,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set. Toronto slips printed on backs.
Matane,1951,,MDL B2,,COLOUR,paper,slips,Trans. 10,includes key
Matheson,1909,,MDL G 3401 G475 1878-,9546,BW,microfiche,,,
Mattawa,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Mattawa,1952,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Maxville,1905,1925,Fisher Rare Book Library,,COLOUR,paper,plans,2,2 copies sect.1
Maxville,1905,1925,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Mcadam Junction,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Meadow Lake,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Meaford,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Meaford,1925,,MDL B2,,COLOUR,paper,plans (large),1-9,complete set
Medicine Hat,1955,1964,Fisher Rare Book Library,,COLOUR,paper,plans,37,
Medicine Hat,1955,1964,MDL B2,,COLOUR,paper,plans,odds,Incomplete set
Melfort,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Melville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Merrickville,1900,,MDL G 3401 G475 1878-,9549,BW,microfiche,,,
Merrickville,1900,1912,MDL G 3401 G475 1878-,9550,BW,microfiche,,,
Merritt,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Merritton,1897,,MDL G 3401 G475 1878-,9551,BW,microfiche,,,
Merritton,1927,1941,MDL G 3401 G475 1878-,9552,BW,microfiche,,,
Merritton,1927,1945,MDL G 3401 G475 1878-,9553,BW,microfiche,,,
Metcalfe,1889,,MDL G 3401 G475 1878-,9554,BW,microfiche,,,
Metcalfe,1889,1908,MDL G 3401 G475 1878-,9555,BW,microfiche,,,
Meteghan,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Meteghan,1906,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Middleton,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Middleton,1962,,MDL B2,,COLOUR,paper,plans,1-10,complete set
Midland,1901,,MDL G 3401 G475 1878-,10575,BW,microfiche,,,
Midland,1901,,MDL G 3401 G475 1878-,10574,BW,microfiche,,,
Midland,1904,1911,MDL G 3401 G475 1878-,9556,BW,microfiche,,,
Midland,1921,1946,Fisher Rare Book Library,,COLOUR,paper,plans,16,15 sh.
Mildmay,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Mildmay,1925,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Millbrook,1890,,MDL G 3401 G475 1878-,9559,BW,microfiche,,,
Mille Roches,1908,,MDL G 3401 G475 1878-,9560,BW,microfiche,,,
Milton,1922,1940,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Milton,1922,1940,MDL B2,,COLOUR,paper,plans (large),1,complete set
Milton,1927,1932,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Milton,1927,1932,MDL B2,,COLOUR,paper,index (large),1,
Milverton,1894,,MDL G 3401 G475 1878-,9562,BW,microfiche,,,
Milverton,1894,1904,MDL G 3401 G475 1878-,13960,BW,microfiche,,,
Milverton,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Milverton,1953,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Mimico,1910,,MDL B2,,COLOUR,paper,slips,,
Mimico,1913,,MDL G 3401 G475 1878-,9563,BW,microfiche; Digital; DVD-[238],plans,15,
Mimico,1922,1932,MDL G 3401 G475 1878-,13961,BW,microfiche,,,
Minto,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Minto,1957,,MDL B2,,COLOUR,paper,plans,1-9,complete set
Mission,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Mistassini,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Mitchell,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Mitchell,1925,,MDL B2,,COLOUR,paper,plans (large),1-5,complete set
Moncton,1907,1914,MDL G 3401 G475 1878-,9057,BW,microfiche,,,
Moncton,1921,,MDL G 3401 G475 1878-,9058,BW,microfiche,,,
Moncton,1953,1960,Fisher Rare Book Library,,COLOUR,paper,plans,80,
Moncton,1953,1960,MDL B2,,COLOUR,paper,plans,"1-40, 101-104",complete set
Moncton,1953,1971,MDL B2,,COLOUR,paper,plans,"1-50, 101-104",complete set
Moncton,1953,1971,MDL B2,,COLOUR,paper,plans,1-50,complete sset
Moncton,1960,,MDL B2,,BW,paper,index & addendums,,
Montague,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Montebello,1931,,MDL B2,,COLOUR,paper,slips,,
Mont Joli,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,32,Includes Price
Mont Laurier,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Montreal,1880,,MDL G 3401 G475 1878-,10549,BW,microfiche,,,
Montreal,1881,,MDL G 3401 G475 1878-,10564,BW,microfiche,,,
Montreal,1881,,MDL G 3401 G475 1878-,51395,BW,microfiche,,,
Montreal,1881,,MDL G 3401 G475 1878-,31799,BW,microfiche,,,
Montreal,1881,1890,MDL G 3401 G475 1878-,14003,BW,microfiche,,,
Montreal,1882,,MDL G 3401 G475 1878,10602,BW,microfiche,,,
Montreal,1883,,MDL G 3401 G475 1878-,10752,BW,microfiche,,,
Montreal,1885,,MDL G 3401 G475 1878-,10762,BW,microfiche,,,
Montreal,1888,,MDL G 3401 G475 1878-,10764,BW,microfiche,,,
Montreal,1888,,MDL G 3401 G475 1878-,10552,BW,microfiche,,,
Montreal,1890,,MDL G 3401 G475 1878-,10763,BW,microfiche,,,
Montreal,1890,,MDL G 3401 G475 1878-,10634,BW,microfiche,,,
Montreal,1892,,MDL G 3401 G475 1878-,16283,BW,microfiche,,,
Montreal,1892,,MDL G 3401 G475 1878-,10606,BW,microfiche,,,
Montreal,1892,,MDL G 3401 G475 1878-,10603,BW,microfiche,,,
Montreal,1892,,MDL G 3401 G475 1878-,51126,BW,microfiche,,,
Montreal,1893,,MDL G 3401 G475 1878-,10756,BW,microfiche,,,
Montreal,1893,,MDL G 3401 G475 1878-,10757,BW,microfiche,,,
Montreal,1894,,MDL G 3401 G475 1878-,10555,BW,microfiche,,,
Montreal,1894,,MDL G 3401 G475 1878-,10556,BW,microfiche,,,
Montreal,1894,1907,MDL G 3401 G475 1878-,51392,BW,microfiche,,,
Montreal,1896,,MDL G 3401 G475 1878-,10758,BW,microfiche,,,
Montreal,1897,,MDL G 3401 G475 1878-,10635,BW,microfiche,,,
Montreal,1897,,MDL G 3401 G475 1878-,51394,BW,microfiche,,,
Montreal,1897,1900,MDL G 3401 G475 1878-,10604,BW,microfiche,,,
Montreal,1900,,MDL G 3401 G475 1878-,10550,BW,microfiche,,,
Montreal,1900,,MDL G 3401 G475 1878-,10571,BW,microfiche,,,
Montreal,1900,,MDL G 3401 G475 1878-,10572,BW,microfiche,,,
Montreal,1901,,MDL G 3401 G475 1878-,32967,BW,microfiche,,,
Montreal,1903,,MDL G 3401 G475 1878-,10582,BW,microfiche,,,
Montreal,1903,,MDL G 3401 G475 1878-,51386,BW,microfiche,,,
Montreal,1905,,MDL G 3401 G475 1878-,51387,BW,microfiche,,,
Montreal,1906,,MDL G 3401 G475 1878-,51390,BW,microfiche,,,
Montreal,1906,,MDL G 3401 G475 1878-,51391,BW,microfiche,,,
Montreal,1906,,MDL G 3401 G475 1878-,10585,BW,microfiche,,,
Montreal,1907,,MDL G 3401 G475 1878-,51443,BW,microfiche,,,
Montreal,1911,1920,MDL G 3401 G475 1878-,31798,BW,microfiche,,,
Montreal,1912,,MDL G 3401 G475 1878-,10605,BW,microfiche,,,
Montreal,1912,1948,MDL G 3401 G475 1878-,10740,BW,microfiche,,,
Montreal,1914,,MDL G 3401 G475 1878-,51393,BW,microfiche,,,
Montreal,1914,,MDL G 3401 G475 1878-,14014,BW,microfiche,,,
Montreal,1914,,MDL G 3401 G475 1878-,10284,BW,microfiche,,,
Montreal,1914,1938,MDL G 3401 G475 1878-,10739,BW,microfiche,,,
Montreal,1918,1940,MDL G 3401 G475 1878-,10281,BW,microfiche,,,
Montreal,1926,,MDL G 3401 G475 1878-,44797,BW,microfiche,,,
Montreal,1926,,MDL G 3401 G475 1878-,32966,BW,microfiche,,,
Montreal,1926,1937,MDL G 3401 G475 1878-,10738,BW,microfiche,,,
Montreal,1929,,MDL G 3401 G475 1878-,10735,BW,microfiche,,,
Montreal,1930,,MDL G 3401 G475 1878-,10736,BW,microfiche,,,
Montreal,1935,,MDL G 3401 G475 1878-,10737,BW,microfiche,,,
Montreal,1953,1972,Fisher Rare Book Library,,COLOUR,paper,plans,48,Vol.9
