Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Montreal,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,67,Vol.17
Montreal,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,19,Vol.18
Montreal,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,33,Vol.19
Montreal,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,20,Vol.20
Montreal,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,62,Vol.21
Montreal,1955,,MDL B2,,COLOUR,paper,plans,263-349,Vol. 5
Montreal,1959,,MDL B2,,COLOUR,paper,plans,odds,Vol. 6
Montreal,1957,,MDL B2,,COLOUR,paper,plans,1505-1540,Vol. 15
Montreal,1972,,MDL B2,,COLOUR,paper,plans,2100-2160,Vol. 21
MONTREAL,1882,,MDL G 3401 G475 1878,10602,BW,microfiche,,,
MONTREAL,[1906-07],,MDL G 3401 G475 1878-,16305,BW,microfiche,,,
MONTREAL,1880,,MDL G 3401 G475 1878-,10549,BW,microfiche,,,
MONTREAL,1881,,MDL G 3401 G475 1878-,10564,BW,microfiche,,,
MONTREAL,1881,,MDL G 3401 G475 1878-,51395,BW,microfiche,,,
MONTREAL,1881,,MDL G 3401 G475 1878-,31799,BW,microfiche,,,
MONTREAL,1883,,MDL G 3401 G475 1878-,10752,BW,microfiche,,,
MONTREAL,1885,,MDL G 3401 G475 1878-,10762,BW,microfiche,,,
MONTREAL,1888,,MDL G 3401 G475 1878-,10764,BW,microfiche,,,
MONTREAL,1888,,MDL G 3401 G475 1878-,10552,BW,microfiche,,,
MONTREAL,1890,,MDL G 3401 G475 1878-,10763,BW,microfiche,,,
MONTREAL,1890,,MDL G 3401 G475 1878-,10634,BW,microfiche,,,
MONTREAL,1892,,MDL G 3401 G475 1878-,16283,BW,microfiche,,,
MONTREAL,1892,,MDL G 3401 G475 1878-,10606,BW,microfiche,,,
MONTREAL,1892,,MDL G 3401 G475 1878-,10603,BW,microfiche,,,
MONTREAL,1892,,MDL G 3401 G475 1878-,51126,BW,microfiche,,,
MONTREAL,1893,,MDL G 3401 G475 1878-,10756,BW,microfiche,,,
MONTREAL,1893,,MDL G 3401 G475 1878-,10757,BW,microfiche,,,
MONTREAL,1894,,MDL G 3401 G475 1878-,10555,BW,microfiche,,,
MONTREAL,1894,,MDL G 3401 G475 1878-,10556,BW,microfiche,,,
MONTREAL,1896,,MDL G 3401 G475 1878-,10758,BW,microfiche,,,
MONTREAL,1897,,MDL G 3401 G475 1878-,10635,BW,microfiche,,,
MONTREAL,1897,,MDL G 3401 G475 1878-,51394,BW,microfiche,,,
MONTREAL,1900,,MDL G 3401 G475 1878-,10550,BW,microfiche,,,
MONTREAL,1900,,MDL G 3401 G475 1878-,10571,BW,microfiche,,,
MONTREAL,1900,,MDL G 3401 G475 1878-,10572,BW,microfiche,,,
MONTREAL,1901,,MDL G 3401 G475 1878-,32967,BW,microfiche,,,
MONTREAL,1903,,MDL G 3401 G475 1878-,10582,BW,microfiche,,,
MONTREAL,1903,,MDL G 3401 G475 1878-,51386,BW,microfiche,,,
MONTREAL,1905,,MDL G 3401 G475 1878-,51387,BW,microfiche,,,
MONTREAL,1906,,MDL G 3401 G475 1878-,51390,BW,microfiche,,,
MONTREAL,1906,,MDL G 3401 G475 1878-,51391,BW,microfiche,,,
MONTREAL,1906,,MDL G 3401 G475 1878-,10585,BW,microfiche,,,
MONTREAL,1907,,MDL G 3401 G475 1878-,51443,BW,microfiche,,,
MONTREAL,1912,,MDL G 3401 G475 1878-,10605,BW,microfiche,,,
MONTREAL,1914,,MDL G 3401 G475 1878-,51393,BW,microfiche,,,
MONTREAL,1914,,MDL G 3401 G475 1878-,14014,BW,microfiche,,,
MONTREAL,1914,,MDL G 3401 G475 1878-,10284,BW,microfiche,,,
MONTREAL,1926,,MDL G 3401 G475 1878-,44797,BW,microfiche,,,
MONTREAL,1926,,MDL G 3401 G475 1878-,32966,BW,microfiche,,,
MONTREAL,1929,,MDL G 3401 G475 1878-,10735,BW,microfiche,,,
MONTREAL,1930,,MDL G 3401 G475 1878-,10736,BW,microfiche,,,
MONTREAL,1935,,MDL G 3401 G475 1878-,10737,BW,microfiche,,,
MONTREAL,1959,,MDL G 3401 G475 1878-,134278,BW,microfiche,,,
MONTREAL,1881,1890,MDL G 3401 G475 1878-,14003,BW,microfiche,,,
MONTREAL,1897,1900,MDL G 3401 G475 1878-,10604,BW,microfiche,,,
MONTREAL,1894,1907,MDL G 3401 G475 1878-,51392,BW,microfiche,,,
MONTREAL,1911,1920,MDL G 3401 G475 1878-,31798,BW,microfiche,,,
MONTREAL,1926,1937,MDL G 3401 G475 1878-,10738,BW,microfiche,,,
MONTREAL,1914,1938,MDL G 3401 G475 1878-,10739,BW,microfiche,,,
MONTREAL,1918,1940,MDL G 3401 G475 1878-,10281,BW,microfiche,,,
MONTREAL,1912,1948,MDL G 3401 G475 1878-,10740,BW,microfiche,,,
MONTREAL BWRTH,1923,,MDL G 3401 G475 1878-,32963,BW,microfiche,,,
MONTREAL-EST,1951,,MDL G 3401 G475 1878-,10607,BW,microfiche,,,
MONTREAL-SUD,1928,,MDL G 3401 G475 1878-,10608,BW,microfiche,,,
MOOSE CREEK,1908,,MDL G 3401 G475 1878-,9565,BW,microfiche,,,
Moose Jaw,1956,1966,Fisher Rare Book Library,,COLOUR,paper,plans,50,
Moosomin,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Morden,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Morden,1964,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
Morell,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
MORRISBURG,1889,,MDL G 3401 G475 1878-,9566,BW,microfiche,,,
MORRISBURG,1889,1902,MDL G 3401 G475 1878-,13962,BW,microfiche,,,
MOUNT ALBERT,1894,,MDL G 3401 G475 1878-,9567,BW,microfiche,,,
MOUNT BRYDGES,1896,,MDL G 3401 G475 1878-,9568,BW,microfiche,,,
MOUNT BRYDGES,1896,[191?],MDL G 3401 G475 1878-,13963,BW,microfiche,,,
Mount Forest,1904,1926,Fisher Rare Book Library,,COLOUR,paper,plans,5,1 sh.
Mount Forest,1904,1926,MDL B2,,COLOUR,paper,index (large),1,
Mount Forest,1913,,MDL B2,,COLOUR,paper,slips,,
Mount Forest,1926,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Mount Stewart,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Mulgrave,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Mulgrave,1926,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Mulgrave,1941,,MDL B2,,COLOUR,paper,slips,Trans. 1,
Murray Harbour,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Murray River,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Nanaimo,1954,1957,Fisher Rare Book Library,,COLOUR,paper,plans,43,
Napanee,1931,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Napanee,1931,,MDL B2,,COLOUR,paper,plans (large),13-Jan,complete set
Napanee,1963,,MDL B2,,BW,paper,index,,streets and blocks
NAPANEE,1885,,MDL G 3401 G475 1878-,10751,BW,microfiche,,,
Napierville,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Neepawa,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Neepawa,1964,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
Nelson,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Nelson,1959,,MDL B2,,COLOUR,paper,plans,18-Jan,complete set
NEUSTADT,1896,1907,MDL G 3401 G475 1878-,9572,BW,microfiche,,,
Neustodt,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Newbury,1884,,MDL B2,,COLOUR,paper,plans (large),,no sheet number
New Glasgow,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
New Glasgow,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,42,
New Glasgow,1955,,MDL B2,,COLOUR,paper,plans,Jan-40,complete set
NEW HAMBURG,1885,,MDL G 3401 G475 1878-,9578,BW,microfiche,,,
NEW HAMBURG,1885,1904,MDL G 3401 G475 1878-,9579,BW,microfiche,,,
New Liskeard,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
New Liskeard,1952,,MDL B2,,COLOUR,paper,plans,8-Jan,incomplete set
New Waterford C.B,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
New Waterford,1952,,MDL B2,,COLOUR,paper,plans,16-Jan,incomplete set
New Westminster,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,70,
New Westminster,1957,,MDL B2,,COLOUR,paper,plans,"3-16, 18-21, 24-31, 33-51, 54-56, 58-69, 100-101, 104-107",incomplete set
NEWBURG,1885,,MDL G 3401 G475 1878-,9574,BW,microfiche,,,
NEWBURG,1885,1904,MDL G 3401 G475 1878-,9575,BW,microfiche,,,
NEWBURY,1884,,MDL G 3401 G475 1878-,9576,BW,microfiche,,,
Newcastle,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,44,
Newscastle,1965,,MDL B2,,COLOUR,paper,plans,Jan-41,complete set
NEWCASTLE,1880,1904,MDL G 3401 G475 1878-,9577,BW,microfiche,,,
Newmarket,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Newmarket,1959,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
NEWMARKET,1904,1924,MDL G 3401 G475 1878-,9580,BW,microfiche,,,
Niagara Falls,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,60,Vol.1
Niagara Falls,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,,Vol.1 12 sh.
Niagara Falls,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,47,Vol.2
Niagara Falls,1965,,MDL B2,,COLOUR,paper,plans,103-163,Vol. 1 (incomplete)
Niagara Falls,1965,,MDL B2,,COLOUR,paper,plans,201-264,Vol. 2 (incomplete)
Niagara Falls,1965,,MDL B2,,BW,paper,index,,streets and blocks
NIAGARA FALLS,1913,,MDL G 3401 G475 1878-,31781,BW,microfiche,,,
Niagara Falls,1913,,MDL B2,,COLOUR,paper,plans (large),36,
NIAGARA FALLS,1916,,MDL G 3401 G475 1878-,9581,BW,microfiche,,,
NIAGARA FALLS,1913,1920,MDL G 3401 G475 1878-,9582,BW,microfiche,,,
NIAGARA ON THE LAKE,1925,,MDL G 3401 G475 1878-,9583,BW,microfiche,,,
NIAGARA ON THE LAKE,1949,,MDL G 3401 G475 1878-,9584,BW,microfiche,,,
Nicolet,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Nicolet,1954,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
Nipawin,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Noranda,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,13 + index,
Noranda,1952,,MDL B2,,COLOUR,paper,slips,Trans. 10,includes key + index
Noranda,1954,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
Noranda,1970,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
North Augusta,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
North Batley,1903,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
North Battleford,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,29,
North Bay,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,58,
North Bay,1915,1946,Fisher Rare Book Library,,COLOUR,paper,plans,30,1 sheet
North Bay,1959,,MDL B2,,COLOUR,paper,plans,"1-36, 41-57",incomplete set
North Bay,1959,,MDL B2,,COLOUR,paper,plans,,streets and blocks
North Gower,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
North Sydney C.B.,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
North Sydney,1957,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
North Vancouver,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,76,
North Vancouver,1964,,MDL B2,,COLOUR,paper,plans,pg. 35-36 only,odds
Norton,1938,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Norton,1938,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Norwich,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Norwich,1928,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
Norwood,1900,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
not defined,[1761],,MDL G 3401 G475 1878-,9803,BW,microfiche,,,
not defined,1744,,MDL G 3401 G475 1878-,7451,BW,microfiche,,,
not defined,1901,,MDL G 1149 O8G475 G62,13793,COLOUR,microfiche,,,
not defined,1887,,MDL G 1174 V5G475 S9,9961,BW,microfiche,,,
Oak Bay,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Oakville,1967,,Fisher Rare Book Library,,COLOUR,paper,plans,71,
Oakville,1967,,MDL B2,,COLOUR,paper,plans,"1-6, 9-12, 15-46, 50-86",incomplete set
Oakville,1967,,MDL B2,,BW,paper,index,,streets and blocks
OAKVILLE,1910,1932,MDL G 3401 G475 1878-,9591,BW,microfiche,,,
Oakville,1910,1932,MDL B2,,COLOUR,paper,plans (large),2,(large) Penetanguishene index printed on back.
Oakwood,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
ODESSA,1893,,MDL G 3401 G475 1878-,9593,BW,microfiche,,,
Odessa,1893,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
OIL CITY,1896,,MDL G 3401 G475 1878-,9594,BW,microfiche,,,
Oil Springs,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
OIL SPRINGS,1894,1906,MDL G 3401 G475 1878-,13965,BW,microfiche,,,
Olds,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Olds,1960,,MDL B2,,COLOUR,paper,plans,9-Jan,
O'Leary,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Oliver,1952,1953,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Oliver,1952,,MDL B2,,COLOUR,paper,plans,5-Jan,complete set
OMEMEE,1881,,MDL G 3401 G475 1878-,9596,BW,microfiche,,,
OMEMEE,1881,1904,MDL G 3401 G475 1878-,9597,BW,microfiche,,,
Orangeville,1907,1935,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Orangeville,1907,1935,MDL B2,,COLOUR,paper,plans (large),"1, 2",incomplete set
Orangeville,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1-5,
ORANGEVILLE,1924,,MDL G 3401 G475 1878-,98385,BW,microfiche,,,
ORANGEVILLE,1907,1914,MDL G 3401 G475 1878-,9599,BW,microfiche,,,
ORANGEVILLE,1907,1924,MDL G 3401 G475 1878-,9600,BW,microfiche,,,
Orillia,1928,1941,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Orillia,1928,1941,MDL B2,,COLOUR,paper,plans (large),18-Jan,complete set
Ormstown,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Ormstown,1949,,MDL B2,,COLOUR,paper,slips,"Trans. 5, 6",
Orocmocto,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Oromocto,1960,,MDL B2,,COLOUE,paper,plans,10-Jan,complete set
Oshawa,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,89,
Oshawa,1966,,MDL B2,,COLOUR,paper,plans,"1-64, 75-97",
OSHAWA,1921,,MDL G 3401 G475 1878-,9603,BW,microfiche,,,
OSHAWA,1948,,MDL G 3401 G475 1878-,9604,BW,microfiche,,,
OSHAWA,1921,,MDL G 3401 G475 1878-,31782,BW,microfiche,,,
OSNABRUCK CENTRE,1896,,MDL G 3401 G475 1878-,9605,BW,microfiche,,,
Osoyoos,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Ottawa,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,133,Vol.2 2 parts
Ottawa,1956,1965,Fisher Rare Book Library,,COLOUR,paper,plans,71,Vol.3
Ottawa,1957,1965,Fisher Rare Book Library,,COLOUR,paper,plans,44,Vol.4
Ottawa,1957,1963,Fisher Rare Book Library,,COLOUR,paper,plans,44,Vol.6
Ottawa,1956,1963,MDL B2,,COLOUR,paper,plans,101-146,Vol. 1 (incomplete)
Ottawa,1956,,MDL B2,,COLOUR,paper,plans,"201-211, 214-235, 237-269",Vol. 2 (incomplete)
Ottawa,1956,1965,MDL B2,,COLOUR,paper,plans,"300, 303-324, 327-342, 345-346",Vol. 3 (incomplete)
Ottawa,1957,1965,MDL B2,,COLOUR,paper,plans,400-442,Vol. 4 (complete)
Ottawa,1957,1963,MDL B2,,COLOUR,paper,plans,500-517,Vol. 5 (complete)
Ottawa,1957,1963,MDL B2,,COLOUR,paper,plans,600-641,Vol. 6 (complete)
Ottawa,1965,,MDL B2,,BW,paper,index,,streets and blocks
OTTAWA,[1878],,MDL G 3401 G475 1878-,13968,COLOUR,microfiche,,,
OTTAWA,[1878],,MDL G 3401 G475 1878-,13967,COLOUR,microfiche,,,
OTTAWA,1875,,MDL G 3401 G475 1878-,32988,BW,microfiche,,,
OTTAWA,1878,,MDL G 3401 G475 1878-,10731,COLOUR,microfiche,,,
OTTAWA,1885,,MDL G 3401 G475 1878-,13966,COLOUR,microfiche,,,
OTTAWA,1888,,MDL G 3401 G475 1878-,33000,COLOUR,microfiche,,,
OTTAWA,1892,,MDL G 3401 G475 1878-,18164,BW,microfiche,,,
OTTAWA,1895,,MDL G 3401 G475 1878-,33001,COLOUR,microfiche,,,
OTTAWA,1896,,MDL G 3401 G475 1878-,10760,BW,microfiche,,,
OTTAWA,1901,,MDL G 3401 G475 1878-,33003,COLOUR,microfiche,,,
OTTAWA,1912,,MDL G 3401 G475 1878-,33004,COLOUR,microfiche,,,
OTTAWA,1912,,MDL G 3401 G475 1878-,9882,COLOUR,microfiche,,,
OTTAWA,1912,,MDL G 3401 G475 1878-,9883,COLOUR,microfiche,,,
OTTAWA,1915,,MDL G 3401 G475 1878-,9606,COLOUR,microfiche,,,
OTTAWA,1922,,MDL G 3401 G475 1878-,10837,COLOUR,microfiche,,,
OTTAWA,1922,,MDL G 3401 G475 1878-,10838,COLOUR,microfiche,,,
OTTAWA,1925,,MDL G 3401 G475 1878-,33006,BW,microfiche,,,
OTTAWA,1892,[1898],MDL G 3401 G475 1878-,10627,BW,microfiche,,,
OTTAWA,1895,1898,MDL G 3401 G475 1878-,33002,COLOUR,microfiche,,,
OTTAWA,1912,1922,MDL G 3401 G475 1878-,33005,COLOUR,microfiche,,,
OTTAWA,1926,1938,MDL G 3401 G475 1878-,10744,BW,microfiche,,,
Ottawa,1926,1938,MDL B2,,COLOUR,paper,plans (large),"312, 325, 326, 328, 336",incomplete set
OTTAWA,1957,1965-,MDL G 3401 G475 1878-,104181,BW,microfiche,,,
OTTAWA,1880,,MDL G 3401 G475 1878-,10628,BW,microfiche,,,
OTTAWA,1888,,MDL G 3401 G475 1878-,32998,COLOUR,microfiche,,,
OTTAWA & VICINITY,,,MDL G 3401 G475 1878-,104187,BW,microfiche,,,
OTTAWA-HULL,1900,,MDL G 3401 G475 1878-,51401,COLOUR,microfiche,,,
OTTERVILLE,1897,,MDL G 3401 G475 1878-,9607,COLOUR,microfiche,,,
OTTERVILLE,1897,1904,MDL G 3401 G475 1878-,13969,COLOUR,microfiche,,,
Owen Sound,1923,1946,Fisher Rare Book Library,,COLOUR,paper,plans,25,24 sh.
Owen Sound,1923,,MDL B2,,COLOUR,paper,plans (large),21,incomplete set. Printed on back of Harbour Grace plan (large)
Owen Sound,1923,1946,MDL B2,,COLOUR,paper,plans (large),"2, 4-6, 9, 12, 16, 18-20","incomplete set. Toronto, Montreal, Ottawa slips printed on backs."
Owen Sound,1946,,MDL B2,,COLOUR,paper,slips,Trans. 1-10,
Owen Sound,1921,1931,MDL B2,,COLOUR,paper,plans (large),11,
OWEN SOUND,1901,,MDL G 3401 G475 1878-,9608,COLOUR,microfiche,,,
Oxford,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Oxford,1962,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
Paisley,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Pakenham,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
PAKENHAM,1897,1902,MDL G 3401 G475 1878-,9614,COLOUR,microfiche,,,
PALMERSTON,1890,,MDL G 3401 G475 1878-,9616,COLOUR,microfiche,,,
PALMERSTON,1914,,MDL G 3401 G475 1878-,9617,COLOUR,microfiche,,,
PARIS,1882,,MDL G 3401 G475 1878-,9618,COLOUR,microfiche,,,
PARIS,1888,,MDL G 3401 G475 1878-,10765,BW,microfiche,,,
PARIS,1913,,MDL G 3401 G475 1878-,9619,COLOUR,microfiche,,,
PARIS,1913,1924,MDL G 3401 G475 1878-,9620,COLOUR,microfiche,,,
Paris,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1-8,
Paris,1948,,MDL B2,,BW,paper,index,,streets
Parkhill,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Park Hill,1926,,MDL B2,,COLOUR,paper,index (large),,
Parrsboro,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Parrsboro,1962,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
Parry Sound,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Parry Sound,1949,,MDL B2,,COLOUR,paper,plans (large),20-Jan,complete set
Pembroke,1935,,MDL B2,,COLOUR,paper,slips,"Trans. 1-3, 5, 7",
PEMBROKE,1950,,MDL G 3401 G475 1878-,9624,COLOUR,microfiche,,,
Pembroke,1950,,MDL B2,,COLOUR,paper,plans (large),19-Jan,complete set
PEMBROKE,1908,[1911],MDL G 3401 G475 1878-,9623,COLOUR,microfiche,,,
Penetanguishene,1946,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Penetanguishene,1946,,MDL B2,,COLOUR,paper,plans (large),2,incomplete set. Printed on back of sh. 2 Carbonear plan (large)
Penetanguishene,1946,,MDL B2,,COLOUR,paper,plans (large),"1-11, 13","incomplete set. Toronto, Montreal plans (large) + slips printed on backs."
PENETANGUISHENE,1912,,MDL G 3401 G475 1878-,9625,COLOUR,microfiche,,,
Penobsquis,1938,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Penobsquis,1938,,MDL B2,,COLOUR,paper,plans (large),1,complete set (?)
Penticton,1952,1958,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Penticton,1952,,MDL B2,,COLOUR,paper,plans,1-27 ,complete set
Perth,1952,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
PERTH,1952,,MDL G 3401 G475 1878-,104185,BW,microfiche,,,
Peterborough,1948,,MDL B2,,COLOUR,paper,slips,Trans. 1-5,
Peterborough,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,96,
Peterborough,1968,,MDL B2,,COLOUR,paper,plans,Jan-98,complete set
PETERBOROUGH,1929,1948,MDL G 3401 G475 1878-,9627,COLOUR,microfiche,,,
Petitcodiac,1921,1938,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Petrolia,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Petrolia,1925,,MDL B2,,COLOUR,paper,plans (large),"1, 6",
PICKLE LAKE,1937,1941,MDL G 3401 G475 1878-,9659,BW,microfiche,,,
Picton,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Picton,1924,,MDL B2,,COLOUR,paper,plans (large),1A-12,complete set
Picton,1963,,MDL B2,,BW,paper,index,,streets and blocks
Pictou,1952,1963,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Pictou,1962,1963,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
Pierreville,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Pierreville,1955,,MDL B2,,COLOUR,paper,plans,5-Jan,complete set
Pierreville Mills,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
PITTSBURGH,1853,,MDL G 3401 G475 1878-,22176,BW,microfiche,,,
Plaster Rock,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Plaster Rock,1957,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
Plattsville,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Plantagenet,1897,,MDL B2,,COLOUR,paper,plans (large),9-Feb,incomplete set. All printed on 1 sheet.
Plessisville,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Plessisville,1953,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
POINT EDWARD,1900,,MDL G 3401 G475 1878-,10567,BW,microfiche,,,
Pointe aux Trembles,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,47,
Pointe Claire,1969,,Fisher Rare Book Library,,COLOUR,paper,plans,61,
Pointe Claire,1969,,MDL B2,,COLOUR,paper,plans,Jan-56,complete set
Pointe Gatineau,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Pointe Gatineau,1954,,MDL B2,,COLOUR,paper,plans,12-Jan,complete set
Ponoka,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Ponoka,1960,,MDL B2,,COLOUR,paper,plans,15-Jan,
Pont Rouge,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
PONTYPOOL,1904,,MDL G 3401 G475 1878-,9664,COLOUR,microfiche,,,
Port Albernie,1957,,MDL B2,,COLOUR,paper,plans,odds,pg. 18 only
Port Alfred,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,23,
Port Alfred,1955,,MDL B2,,COLOUR,paper,plans,21-Jan,complete set
PORT ARTHUR,1905,,MDL G 3401 G475 1878-,10548,BW,microfiche,,,
PORT ARTHUR,1911,,MDL G 3401 G475 1878-,10539,BW,microfiche,,,
PORT ARTHUR,1911,,MDL G 3401 G475 1878-,51402,BW,microfiche,,,
PORT ARTHUR,1913,1925,MDL G 3401 G475 1878-,9665,COLOUR,microfiche,,,
Port Burwell,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
PORT BURWELL,1896,1906,MDL G 3401 G475 1878-,9667,COLOUR,microfiche,,,
Port Colborne,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,40,
Port Colborne,1953,,MDL B2,,COLOUR,paper,plans,Jan-36,complete set
PORT COLBORNE,1914,,MDL G 3401 G475 1878-,9628,COLOUR,microfiche,,,
Port Credit,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,,See Toronto Vol. 19
PORT CREDIT,1928,,MDL G 3401 G475 1878-,9629,COLOUR,microfiche,,,
PORT DALHOUSIE,1909,1922,MDL G 3401 G475 1878-,9630,COLOUR,microfiche,,,
Port Dover,1928,1936,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Port Dover,1962,,MDL B2,,BW,paper,index,,streets and blocks
Port Elgin,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Port Elgin,1928,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
Port Elgin,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Port Hastings,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Port Hastings,1926,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Port Hawkesbury,1922,1941,Fisher Rare Book Library,,COLOUR,paper,plans,2,1 sh. 2 copies
Port Hawkesbury,1922,1941,MDL B2,,COLOUR,paper,plans (large),2,incomplete set
Port Hawkesbury,1972,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Port Hawkesbury,1972,,MDL B2,,COLOUR,paper,plans,13-Jan,complete set
Port Hood,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Port Hood,1926,,MDL B2,,COLOUR,paper,plans (large),1,complete set
